model,sample,rmse,mae,rel_l2,final_rmse,ms_per_step,n_params_M
p3d_idealized,0,0.5115588307380676,0.2672821283340454,0.15311773121356964,1.0535283088684082,127.62229636843715,11.234959
p3d_barcelona,0,1.3195674419403076,0.7033130526542664,0.3947378993034363,1.2482329607009888,102.80802222538968,11.233227
p3d_idealized,mean,0.5115588307380676,0.2672821283340454,0.15311773121356964,1.0535283088684082,127.62229636843715,11.234959
p3d_barcelona,mean,1.3195674419403076,0.7033130526542664,0.3947378993034363,1.2482329607009888,102.80802222538968,11.233227
